epoch,loss,sel_acc_2,val_loss,val_sel_acc_2
0,0.06881479173898697,0.8832744359970093,0.06681153178215027,0.8872413039207458
1,0.051009651273489,0.9112969040870667,0.045282281935214996,0.9229820370674133
2,0.0440482534468174,0.9231757521629333,0.18790559470653534,0.8775668144226074
3,0.054452016949653625,0.9061804413795471,0.04763799160718918,0.9175035953521729
4,0.04394274204969406,0.923237144947052,0.05281462147831917,0.9101925492286682
5,0.04060155525803566,0.9295098781585693,0.04350144416093826,0.9313862919807434
6,0.039781659841537476,0.9301506876945496,0.04580314829945564,0.9258375763893127
7,0.0386260524392128,0.9330369234085083,0.03813030570745468,0.9355823993682861
8,0.039465393871068954,0.9310548305511475,0.04215554893016815,0.9341933727264404
9,0.03684012591838837,0.9357454776763916,0.06838025152683258,0.9367532134056091
10,0.03946353867650032,0.9308318495750427,0.04158705472946167,0.932578980922699
11,0.03831307217478752,0.9328818321228027,0.06537694483995438,0.9313257336616516
12,0.037539295852184296,0.934318482875824,0.07384758442640305,0.9339534044265747
13,0.038689251989126205,0.9320907592773438,0.03815104812383652,0.9335946440696716
14,0.03794112429022789,0.9334417581558228,0.07167478650808334,0.9348697066307068
15,0.03681759536266327,0.9355474710464478,0.05707737058401108,0.9338006973266602
16,0.03602702543139458,0.9369324445724487,0.17638170719146729,0.9372647404670715
17,0.035901665687561035,0.9375901818275452,0.040373388677835464,0.9385591745376587
18,0.03637484833598137,0.936496913433075,0.041402172297239304,0.9347436428070068
19,0.03605976328253746,0.9369696378707886,0.03943731263279915,0.9371168613433838
20,0.03622612729668617,0.936782956123352,0.05807766690850258,0.9372355937957764
21,0.03667614609003067,0.9355571866035461,0.07397708296775818,0.9368720054626465
22,0.03584730997681618,0.9372177124023438,0.03703957796096802,0.9336843490600586
23,0.03876679763197899,0.932429313659668,0.03719049319624901,0.9357836246490479
24,0.036292076110839844,0.9362012147903442,0.0687967985868454,0.9363847970962524
25,0.03599117696285248,0.9366350769996643,0.0467069149017334,0.9382416009902954
26,0.03535022586584091,0.9380572438240051,0.04713543877005577,0.9377107620239258
27,0.035471219569444656,0.9380871057510376,0.039963703602552414,0.9299124479293823
