epoch,loss,sel_acc_2,val_loss,val_sel_acc_2
0,0.0596357062458992,0.8979377746582031,0.0532095730304718,0.9150285720825195
1,0.04875577613711357,0.913809061050415,0.042950019240379333,0.9253285527229309
2,0.04119804501533508,0.929067075252533,0.05100204423069954,0.9291173815727234
3,0.040584027767181396,0.9303227663040161,0.03789498284459114,0.9340310096740723
4,0.03796277195215225,0.934659481048584,0.05990521237254143,0.9309839010238647
5,0.038562286645174026,0.9328357577323914,0.039182793349027634,0.933769166469574
6,0.03724655881524086,0.9358246326446533,0.09153597056865692,0.9267975091934204
7,0.03670523315668106,0.9364371299743652,0.0567784458398819,0.9346927404403687
8,0.03694023936986923,0.9359660744667053,0.0678812563419342,0.9378901124000549
9,0.03787032887339592,0.9337940812110901,0.07545170187950134,0.9255394339561462
10,0.038475990295410156,0.9346529841423035,0.04800032079219818,0.9187132120132446
11,0.03751324862241745,0.9345738291740417,0.19873568415641785,0.9344552159309387
12,0.036489713937044144,0.9372977018356323,0.05222015082836151,0.9344091415405273
13,0.03912850841879845,0.9320479035377502,0.04351973161101341,0.9303463697433472
14,0.036626607179641724,0.9368346929550171,0.0629536435008049,0.9380428194999695
15,0.03655252978205681,0.937536895275116,0.06551647186279297,0.9287028312683105
16,0.03534545376896858,0.9392765760421753,0.04769723489880562,0.9367217421531677
17,0.037010613828897476,0.9363361597061157,0.038199905306100845,0.9395215511322021
18,0.03686821833252907,0.9358723163604736,0.08634380251169205,0.937764048576355
19,0.03781586140394211,0.9342885613441467,0.035523608326911926,0.9385664463043213
20,0.03576098382472992,0.9382438659667969,0.03668728843331337,0.9400693774223328
21,0.03536495566368103,0.9389937520027161,0.0352138988673687,0.9396790862083435
22,0.037243250757455826,0.9358254671096802,0.10088014602661133,0.9303633570671082
23,0.0351366326212883,0.9392862319946289,0.05318114161491394,0.9261672496795654
24,0.034489043056964874,0.9406728148460388,0.03816898912191391,0.939363956451416
25,0.036368656903505325,0.9369364976882935,0.04253017157316208,0.9358684420585632
26,0.03515386953949928,0.9388960003852844,0.04155489429831505,0.937599241733551
27,0.03609463945031166,0.9376096129417419,0.04773501306772232,0.9389445781707764
28,0.034914530813694,0.9396369457244873,0.04399876669049263,0.9357860088348389
29,0.03717876970767975,0.9356573820114136,0.03675924241542816,0.9394827485084534
30,0.035659171640872955,0.9382972121238708,0.042741578072309494,0.9268799424171448
