epoch,loss,sel_acc_2,val_loss,val_sel_acc_2
0,0.057720065116882324,0.8997275829315186,0.05136175453662872,0.9220564961433411
1,0.04354879632592201,0.9234578609466553,0.03930569067597389,0.9318334460258484
2,0.04032835736870766,0.9289714097976685,0.14296531677246094,0.917659342288971
3,0.03815019130706787,0.9326471090316772,0.045144662261009216,0.9266502261161804
4,0.03705236315727234,0.935522735118866,0.04679594933986664,0.9327423572540283
5,0.037304528057575226,0.9353983998298645,0.0360899455845356,0.9377873539924622
6,0.03868589177727699,0.933057427406311,0.038102470338344574,0.9342308640480042
7,0.03804156184196472,0.934514045715332,0.04651300981640816,0.9369357228279114
8,0.03670634329319,0.9365760087966919,0.036703724414110184,0.9382376670837402
9,0.03796248883008957,0.9341307282447815,0.0398859977722168,0.9391902685165405
10,0.037808869034051895,0.934337854385376,0.03834691271185875,0.9308062791824341
11,0.03604358062148094,0.93775874376297,0.03588902950286865,0.9380348324775696
12,0.03525298088788986,0.9391923546791077,0.04109513759613037,0.9400327801704407
13,0.035274893045425415,0.9388629794120789,0.11123619973659515,0.907380223274231
14,0.038076747208833694,0.9339593648910522,0.03559138625860214,0.9390619993209839
15,0.03620148450136185,0.9372513890266418,0.04099364951252937,0.9405795931816101
16,0.03589843586087227,0.9380238056182861,0.08297108113765717,0.9336740374565125
17,0.03603796660900116,0.9373220801353455,0.19855888187885284,0.911350667476654
18,0.03540389984846115,0.9388250708580017,0.04787439480423927,0.9350287318229675
19,0.03643369302153587,0.9369520545005798,0.0353568010032177,0.9392739534378052
20,0.0361831933259964,0.9374634027481079,0.03661990538239479,0.937594473361969
21,0.03515544533729553,0.9395320415496826,0.04135441407561302,0.933978796005249
22,0.0360097661614418,0.9378297328948975,0.0372513085603714,0.9393394589424133
23,0.03604162856936455,0.9378997683525085,0.03723164647817612,0.9403266310691833
24,0.03663332387804985,0.9357423186302185,0.14895646274089813,0.9363889098167419
25,0.03602086380124092,0.9376168251037598,0.0358627513051033,0.9393385648727417
